340.66	156.31
341.05	156.31
341.43	156.31
341.81	25.24
342.20	4.91
342.58	-17.69
342.96	-38.03
343.35	-10.91
343.73	-24.47
344.11	-19.95
344.49	-8.65
344.88	2.65
345.26	-15.43
345.64	-1.87
346.03	-44.81
346.41	59.14
346.79	2.65
347.17	-6.39
347.56	-1.87
347.94	-4.13
348.32	11.69
348.70	-8.65
349.09	41.06
349.47	74.96
349.85	-19.95
350.24	22.98
350.62	18.47
351.00	117.90
351.38	104.34
351.76	95.30
352.15	74.96
352.53	104.34
352.91	129.20
353.29	68.18
353.68	138.24
354.06	145.02
354.44	138.24
354.82	104.34
355.20	156.31
355.59	120.16
355.97	167.61
356.35	106.60
356.73	140.50
357.11	108.86
357.50	160.83
357.88	74.96
358.26	129.20
358.64	117.90
359.02	131.46
359.40	239.93
359.79	233.15
360.17	113.38
360.55	167.61
360.93	113.38
361.31	120.16
361.69	185.69
362.07	178.91
362.46	151.79
362.84	120.16
363.22	169.87
363.60	196.99
363.98	126.94
364.36	129.20
364.74	156.31
365.12	133.72
365.51	151.79
365.89	194.73
366.27	104.34
366.65	133.72
367.03	154.05
367.41	84.00
367.79	138.24
368.17	99.82
368.55	194.73
368.93	149.54
369.31	156.31
369.69	104.34
370.08	124.68
370.46	215.07
370.84	131.46
371.22	142.76
371.60	156.31
371.98	147.28
372.36	156.31
372.74	117.90
373.12	88.52
373.50	102.08
373.88	129.20
374.26	106.60
374.64	160.83
375.02	34.28
375.40	192.47
375.78	165.35
376.16	187.95
376.54	178.91
376.92	190.21
377.30	122.42
377.68	124.68
378.06	77.22
378.44	129.20
378.82	142.76
379.20	147.28
379.58	117.90
379.96	117.90
380.34	131.46
380.72	120.16
381.10	84.00
381.48	70.44
381.86	140.50
382.24	199.25
382.62	135.98
383.00	104.34
383.37	111.12
383.75	140.50
384.13	185.69
384.51	129.20
384.89	72.70
385.27	154.05
385.65	93.04
386.03	99.82
386.41	131.46
386.79	129.20
387.17	120.16
387.55	149.54
387.92	273.83
388.30	104.34
388.68	163.09
389.06	135.98
389.44	154.05
389.82	199.25
390.20	156.31
390.58	95.30
390.95	111.12
391.33	206.03
391.71	163.09
392.09	106.60
392.47	187.95
392.85	95.30
393.23	172.13
393.60	165.35
393.98	129.20
394.36	108.86
394.74	122.42
395.12	79.48
395.49	203.77
395.87	90.78
396.25	90.78
396.63	140.50
397.01	138.24
397.39	124.68
397.76	167.61
398.14	88.52
398.52	147.28
398.90	156.31
399.27	154.05
399.65	111.12
400.03	160.83
400.41	142.76
400.79	158.57
401.16	126.94
401.54	84.00
401.92	133.72
402.30	81.74
402.67	120.16
403.05	167.61
403.43	131.46
403.81	124.68
404.18	135.98
404.56	108.86
404.94	133.72
405.31	138.24
405.69	147.28
406.07	147.28
406.45	145.02
406.82	178.91
407.20	149.54
407.58	124.68
407.95	149.54
408.33	156.31
408.71	117.90
409.09	81.74
409.46	142.76
409.84	113.38
410.22	133.72
410.59	201.51
410.97	95.30
411.35	133.72
411.72	99.82
412.10	167.61
412.48	95.30
412.85	169.87
413.23	147.28
413.60	95.30
413.98	124.68
414.36	81.74
414.73	113.38
415.11	81.74
415.49	151.79
415.86	115.64
416.24	176.65
416.61	84.00
416.99	156.31
417.37	106.60
417.74	131.46
418.12	106.60
418.49	156.31
418.87	68.18
419.25	142.76
419.62	120.16
420.00	149.54
420.37	115.64
420.75	138.24
421.12	167.61
421.50	102.08
421.88	61.40
422.25	117.90
422.63	93.04
423.00	135.98
423.38	145.02
423.75	117.90
424.13	151.79
424.50	149.54
424.88	160.83
425.25	104.34
425.63	133.72
426.01	158.57
426.38	126.94
426.76	131.46
427.13	138.24
427.51	126.94
427.88	135.98
428.26	84.00
428.63	158.57
429.00	140.50
429.38	174.39
429.75	178.91
430.13	196.99
430.50	192.47
430.88	138.24
431.25	201.51
431.63	176.65
432.00	70.44
432.38	140.50
432.75	120.16
433.13	88.52
433.50	154.05
433.87	142.76
434.25	142.76
434.62	117.90
435.00	190.21
435.37	124.68
435.75	172.13
436.12	239.93
436.49	115.64
436.87	158.57
437.24	120.16
437.62	174.39
437.99	151.79
438.36	154.05
438.74	185.69
439.11	142.76
439.49	124.68
439.86	115.64
440.23	90.78
440.61	192.47
440.98	149.54
441.35	167.61
441.73	124.68
442.10	129.20
442.47	142.76
442.85	133.72
443.22	145.02
443.60	106.60
443.97	192.47
444.34	113.38
444.71	111.12
445.09	208.29
445.46	174.39
445.83	84.00
446.21	126.94
446.58	84.00
446.95	115.64
447.33	126.94
447.70	199.25
448.07	111.12
448.45	126.94
448.82	135.98
449.19	133.72
449.56	133.72
449.94	106.60
450.31	106.60
450.68	122.42
451.05	194.73
451.43	140.50
451.80	196.99
452.17	120.16
452.54	104.34
452.92	106.60
453.29	165.35
453.66	106.60
454.03	208.29
454.41	158.57
454.78	156.31
455.15	192.47
455.52	151.79
455.89	95.30
456.27	95.30
456.64	129.20
457.01	138.24
457.38	147.28
457.75	140.50
458.13	117.90
458.50	176.65
458.87	156.31
459.24	172.13
459.61	90.78
459.99	163.09
460.36	176.65
460.73	120.16
461.10	135.98
461.47	185.69
461.84	172.13
462.21	174.39
462.59	68.18
462.96	120.16
463.33	68.18
463.70	120.16
464.07	140.50
464.44	167.61
464.81	108.86
465.18	81.74
465.56	176.65
465.93	111.12
466.30	135.98
466.67	145.02
467.04	215.07
467.41	124.68
467.78	124.68
468.15	176.65
468.52	160.83
